key;comments;en_US;tr_TR
POPUP_ALARM_MESSAGE_SCHEDULED;;There is an ongoing recording. You can spy only recording channel. ;Bir kanalda kayıt devam ediyor. %cr%Sadece kaydettiğiniz kanalı takibe alabilirsiniz.
POPUP_ALARM_MESSAGE_REMOTE;;There is an ongoing recording. You can spy only recording channel. ;Bir kanalda kayıt devam ediyor. %cr%Sadece kaydettiğiniz kanalı takibe alabilirsiniz.
POPUP_ALARM_MESSAGE_PPV;;There is an ongoing recording. You can spy only recording channel. ;Bir kanalda kayıt devam ediyor. %cr%Sadece kaydettiğiniz kanalı takibe alabilirsiniz.
POPUP_ALARM_MESSAGE_IMPULSE;;Impulsive/TimeBased record take over PIP or LIVE.;Zaman bazlı kayıt başlamak üzere, takipteki veya ana ekrandaki yayın kapanacak.
POPUP_ALARM_MESSAGE_LIVE;;Live take over PIP.;Ana ekrandaki kanal takibe alınacak
POPUP_ALARM_MESSAGE_PIP_4K;;You cannot use PIP on this channel.;Bu kanal için takip ekranı açamazsınız.

# POPUP - ACTION MESSAGES - CONFLICTS
POPUP_CONFLICTS_MESSAGE_TOOMANYREC;;A record try to start  but there is two ongoing recording.%cr%To start new recording on time, you have to stop one of on going recordings.;Planlanmış bir kaydın başlangıç saati geldi. %cr%Devam eden iki kayıt var, yeni kaydın zamanında başlaması için birini durdurmalısınız.
POPUP_CONFLICTS_MESSAGE_RECFORCEZAP;;A record try to start  and there is one ongoing recording.%cr%After second recording starts you can watch only the channels which are recording.;Planlanmış bir kaydın başlangıç saati geldi. %cr%Devam eden bir kayıt var, ikinci kayıt başladıktan sonra sadece kaydedilen kanallar izlenebilir.
POPUP_CONFLICTS_MESSAGE_STOPRECORDA;;STOP 1st RECORDING;1. KAYDI DURDUR
POPUP_CONFLICTS_MESSAGE_STOPRECORDB;;STOP 2nd RECORDING;2. KAYDI DURDUR
POPUP_CONFLICTS_MESSAGE_STOPINCOMINGREC;;STOP NEW RECORDING;YENİ KAYDI İPTAL ET
POPUP_CONFLICTS_MESSAGE_STARTINCOMINGREC;;START RECORDING&ZAP;KAYDI BAŞLAT&ZAPLA
POPUP_CONFLICTS_MESSAGE_STOPINSTALL;;STOP INSTALL;KURULUMU DURDUR
POPUP_CONFLICTS_MESSAGE_STOPAANDZAP;;STOP 1st REC. AND ZAP;1. KAYDI DURDUR
POPUP_CONFLICTS_MESSAGE_STOPBANDZAP;;STOP 2nd REC. AND ZAP;2. KAYDI DURDUR
POPUP_CONFLICTS_MESSAGE_GOTOCONFLICTMENU;;SHOW CONFLICTED RECORDINGS;ÇAKIŞAN KAYITLARI GÖRÜNTÜLE

# PIN
ENTERPIN_LOCK_MESSAGE_CHANLOCK;;This channel is locked. %cr%Please, enter your PIN Code.;Kanal kilitli. %cr%Lütfen, PIN kodunuzu giriniz.
ENTERPIN_LOCK_MESSAGE_EVENTLOCK;;This event is protected under parental control. %cr%Please, enter your PIN Code.;Bu program tanımlanmış yaş sınırını aşmaktadır.%cr%Lütfen, PIN Kodunuzu giriniz.
ENTERPIN_LOCK_MESSAGE_TRANSACTIONLOCK;;Please, enter your PIN Code to confirm the transaction.;İşlemi onlaymak için PIN Kodunuzu giriniz.
ENTERPIN_LOCK_MESSAGE_KIRALA_IZLE_LOCK;;Please, enter your PIN Code to rent this content for %1 hours.;Bu içerigi %1 saatliğine kiralamak için lütfen PIN Kodunuzu giriniz.
ENTERPIN_LOCK_MESSAGE_SECTIONLOCK;;This feature is protected. %cr%Please, enter your PIN Code.;Burada erişim kontrolü bulunmaktadır.%cr%Lütfen, PIN Kodunuzu giriniz.
ENTERPIN_LOCK_MESSAGE_GENERICLOCK;;Please, enter your PIN Code.;Lütfen, PIN Kodunuzu giriniz
ENTERPIN_LOCK_MESSAGE_WRONGPIN;;The PIN Code you entered is not valid. Please try again.;Girdiğiniz PIN Kodu hatalı. Lütfen, tekrar deneyiniz.

# INFO BANNER
INFOBANNER_EVENT_MISC_NOW;;NOW;ŞİMDİ
INFOBANNER_EVENT_MISC_NEXT;;NEXT;SONRAKİ
INFOBANNER_NODATA_MESSAGE_NOINFO;;No information;Bilgi bulunmuyor

# TUNER
MYDECODER_SETUP_ACTION_SETTINGS;;TECHNICAL SETTINGS;TEKNİK AYARLAR
MYDECODER_SETUP_VALUE_TUNER1;;TUNER 1;TUNER1
MYDECODER_SETUP_VALUE_TUNER2;;TUNER 2;TUNER2
MYDECODER_TUNER_VALUE_QUALITY;;QUALITY;KALİTE
MYDECODER_TUNER_VALUE_STRENGTH;;STRENGTH;GÜÇ
MYDECODER_TUTORIAL_ACTION_TUTORIAL;;GETTING STARTED;BAŞLARKEN
SIGNAL_TUNER_MESSAGE_SIGNALLOSS;;Loss of signal.%cr%%cr%Check your signal connections, power off and power on your receiver and perform channel installation by DIGITURK Easy Installation.%cr%%cr%0212 473 7373;Sinyal seviyesinde azalma var.%cr%%cr%Sinyal bağlantılarını kontrol edip, uydu alıcınızı fişten çıkarıp tekrar fişe takınız ve DIGITURK Kolay Kurulum ekranından kanal kurulumu yapınız.%cr%%cr%Detaylı çözüm için%cr%www.digiturk.com.tr/destek adresinden bilgi alabilirsiniz.

# CHANNEL LIST
CHANNELS_CHANLIST_PARAMETER_THEMES;;THEMES;TEMA LİSTELERİ
CHANNELS_CHANLIST_ACTION_REMOVE;;REMOVE;KALDIR
CHANNELS_CHANLIST_ACTION_ADD;;ADD;EKLE
CHANNELS_FAVOURITES_ACTION_ADDTOFAV;;ADD TO FAVOURITES;KANALI FAVORİYE EKLE
CHANNELS_CHANLIST_MESSAGE_LOCKEDCHANNELS;;LOCKED CHANNELS;KİLİTLİ KANALLAR
CHANNELS_CHANLIST_VALUE_CLEARFILTERING;;CLEAR FILTERING;FİLTREYİ KALDIR
CHANNELS_CHANLIST_VALUE_CHGPSYS2;;DIGITURK CHANNELS;DIGITURK KANALLARI
CHANNELS_CHANLIST_VALUE_CHGPSYS3;;RADIO;RADYO
CHANNELS_CHANLIST_VALUE_CHGPTHEM1;;NATIONAL;ULUSAL
CHANNELS_CHANLIST_VALUE_CHGPTHEM2;;NEWS;HABER
CHANNELS_CHANLIST_VALUE_CHGPTHEM3;;MOVIES & SERIES;FİLM & DİZİ
CHANNELS_CHANLIST_VALUE_CHGPTHEM4;;SPORTS;SPOR
CHANNELS_CHANLIST_VALUE_CHGPTHEM5;;KIDS;ÇOCUK
CHANNELS_CHANLIST_VALUE_CHGPTHEM6;;MUSIC;MÜZİK
CHANNELS_CHANLIST_VALUE_CHGPTHEM7;;DOCUMENTARY;BELGESEL
CHANNELS_CHANLIST_VALUE_CHGPTHEM8;;ENT & LIFE;YAŞAM & EĞLENCE
CHANNELS_CHANLIST_VALUE_CHGPTHEM9;;WORLD;DÜNYA
CHANNELS_CHANLIST_VALUE_CHGPTHEM10;;0;0
CHANNELS_CHANLIST_VALUE_CHGPTHEM11;;0;0
CHANNELS_CHANLIST_VALUE_CHGPTHEM12;;0;0
CHANNELS_CHANLIST_VALUE_CHGPTHEM13;;0;0
CHANNELS_CHANLIST_VALUE_CHGPTHEM14;;RADIO;RADYO
CHANNELS_CHANLIST_VALUE_CHGPUSE1;;FAVOURITES 1;FAVORİ 1
CHANNELS_CHANLIST_VALUE_CHGPUSE2;;FAVOURITES 2;FAVORİ 2
CHANNELS_CHANLIST_VALUE_CHGPUSE3;;FAVOURITES 3;FAVORİ 3
CHANNELS_CHANLIST_VALUE_CHGPUSE4;;FAVOURITES 4;FAVORİ 4
CHANNELS_CHANLIST_VALUE_CHGPUSE5;;FAVOURITES 5;FAVORİ 5
CHANNELS_CHANLIST_VALUE_CHGPUSE6;;FAVOURITES 6;FAVORİ 6
CHANNELS_CHANLIST_VALUE_HDCHANNEL;;HD;HD
CHANNELS_CHANLIST_HELP_CLEARFILTERING;;Press OK to reset the filter on your channel list and access all channels.;OK tuşuna basarak, aktif kanal filtresini kaldırıp, tüm kanallarda zaplayama başlayabilirsiniz.
CHANNELS_CHANLIST_HELP_FILTERS;;Press OK to activate your theme or favorite filter. %cr%Press right to navigate through the list.;Seçtiğiniz liste üzerinde OK tuşuna basarak kanallarınızı bu listeye göre filtreleyebilirsiniz.

# ACTIONS
EVENTOPTION_PLAY_ACTION_PLAY;;PLAY;İZLE
EVENTOPTION_PLAY_ACTION_FROMSTART;;PLAY FROM START;BAŞTAN BAŞLAT
EVENTOPTION_PLAY_ACTION_FROMSTOP;;PLAY FROM LAST STOP;KALDIĞIM YERDEN BAŞLAT
EVENTOPTION_EDIT_ACTION_EDIT;;EDIT;DÜZENLE
EVENTOPTION_DELETE_ACTION_DELETE;;DELETE;SİL
EVENTOPTION_DELETE_ACTION_UNDELETE;;UNDELETE;SİLMEKTEN VAZGEÇ
EVENTOPTION_PLAYLIST_ACTION_INDEX;;ADD TO PLAYLIST;KLASÖRE KOPYALA
EVENTOPTION_PLAYLIST_ACTION_EDIT;;EDIT PLAYLISTS;KLASÖRLERİ DÜZENLE
EVENTOPTION_PLAYLIST_ACTION_REMOVE;;REMOVE FROM PLAYLIST;KLASÖRDEN ÇIKAR
EVENTOPTION_DELETE_ACTION_FROMHDD;;DELETE FROM HARD DISK;SABİT DİSKTEN SİL
EVENTOPTION_DELETE_ACTION_FROMPLAYLIST;;FROM PLAYLIST;KAYIT KLASÖRÜNDEN
EVENTOPTION_RECORD_ACTION_STOPRECORDING;;STOP RECORDING;KAYDI DURDUR
EVENTOPTION_RECORD_ACTION_CANCELRECORDING;;CANCEL SCHEDULE;PLANI İPTAL ET
EVENTOPTION_RECORD_ACTION_CANCELSERIESRECORDING;;CANCEL SERIES SCHEDULE;DİZİ PLANINI İPTAL ET
EVENTOPTION_RECORD_ONGOING_RECORDS;;ONGOING RECORDS;DEVAM EDEN KAYITLAR


# ACTION MULTIPLE
CLOSE_MENU;;CLOSE MENU;MENÜYÜ KAPAT
ORDERLIST_ACTION;;Sırala;Sırala
MULTIPLE_ORDERLIST_ACTION_AZ;;ORDER BY NAME;ADA GÖRE SIRALA
MULTIPLE_RENAME_ACTION_RENAME;;RENAME;ADLANDIR
MULTIPLE_VALIDATE_ACTION_SELECT;;SELECT;SEÇ
MULTIPLE_VALIDATE_ACTION_CLOSE;;CLOSE;KAPAT
MULTIPLE_LOCK_ACTION_LOCK;;LOCK;KİLİTLE
MULTIPLE_LOCK_ACTION_UNLOCK;;UNLOCK;KİLİDİ KALDIR
MULTIPLE_VALIDATE_ACTION_CANCEL;;CANCEL;VAZGEÇ
MULTIPLE_VALIDATE_ACTION_CONFIRM;;CONFIRM;ONAYLA
MULTIPLE_BROWSE_ACTION_BROWSE;;BROWSE;TARA
MULTIPLE_VALIDATE_ACTION_IGNORE;;IGNORE;DİKKATE ALMA
MULTIPLE_TIME_ACTION_NOW;;NOW;ŞİMDİ
MULTIPLE_TIME_ACTION_TONIGHT;;TONIGHT;BU GECE
MULTIPLE_TIME_ACTION_LATER;;LATER;DAHA SONRA
MULTIPLE_TIME_ACTION_TODAY;;TODAY;BUGÜN
MULTIPLE_TIME_ACTION_TOMORROW;;TOMORROW;YARIN

# ACTION TOGGLE - SUBTITLE-AUDIO
TOGGLE_ACTIVE_ACTION_AUDIO;;AUDIO LANG. OPTIONS;SES DİLİ SEÇENEKLERİ
TOGGLE_ACTIVE_ACTION_SUBTITLES;;SUBTITLE OPTIONS;ALT YAZI SEÇENEKLERİ
TOGGLE_ACTIVE_ACTION_VIDEOFORMAT;;VIDEO FORMAT;VİDEO FORMATI
TOGGLE_NEXT_ACTION_NEXTOPTION;;NEXT OPTION;SONRAKİ SEÇENEK
PREFERENCES_LANGUAGES_VALUE_ENGLISH;;ENGLISH;İNGİLİZCE
PREFERENCES_LANGUAGES_VALUE_TURKISH;;TURKISH;TÜRKÇE
PREFERENCES_LANGUAGES_VALUE_ORIGINAL;;ORIGINAL;ORİJİNAL
PREFERENCES_LANGUAGES_VALUE_NOTAVAILABLE;;NOT AVAILABLE;DESTEKLENMİYOR
PREFERENCES_LANGUAGES_VALUE_NOSUBS;;NO SUBTITLES;KAPALI

# ACTION - MORE INFO-INFO BANNER
EVENTOPTION_SCHEDULING_ACTION_RECORD;;RECORD;KAYDET
EVENTOPTION_SCHEDULING_ACTION_EDITRECORD;;EDIT RECORD;KAYDI DÜZENLE
EVENTOPTION_WATCH_ACTION_WATCH;;WATCH;İZLE
EVENTOPTION_WATCH_ACTION_TAG;;TAG;ETİKETLE
EVENTOPTION_TAG_ACTION_REMOVETAG;;REMOVE TAG;ETİKETİ KALDIR
EVENTOPTION_MORELIKETHIS_ACTION_MORELIKETHIS;;MORE LIKE THIS;BENZER ÖNERİLER
EVENTOPTION_SEARCH_ACTION_RERUNS;;RERUNS;TEKRARINI BUL
EVENTOPTION_WATCH_ACTION_PORTAL;;WATCH IN beIN CONNECT;beIN CONNECT'TE İZLE
EVENTOPTION_WATCH_ACTION_BEGINNING;;WATCH FROM BEGINNING;BAŞTAN İZLE
EVENTOPTION_MORE_ACTION_MOREINFO;;MORE INFO;BİLGİ VE%cr%SEÇENEKLER
SCHEDULING_REMINDER_VALUE_TAG;;TAG;ETİKETLE
SCHEDULING_RECORD_VALUE_TBR;;TBR;ZBK

# MAIN MENU
MAINMENU_MENUITEM_ACTION_VOD;;DIGITURK PORTAL;DIGITURK PORTAL
MAINMENU_MENUITEM_ACTION_DVDIGI;;DVDIGI;DVDIGI
MAINMENU_MENUITEM_ACTION_RECO;;THIS WEEK ON DIGITURK;DIGITURK'TE BU HAFTA
MAINMENU_MENUITEM_ACTION_GUID;;GUIDE;REHBER
MAINMENU_MENUITEM_ACTION_REC;;RECORDINGS;KAYITLAR
MAINMENU_MENUITEM_ACTION_SEARCH;;SEARCH;PROGRAM ARAMA
MAINMENU_MENUITEM_ACTION_DIGIAKTIF;;APPLICATIONS;UYGULAMALAR
MAINMENU_MENUITEM_ACTION_SETUP;;SETTINGS;AYARLAR
MAINMENU_MENUITEM_ACTION_CHAN;;CHANNELS;KANALLAR
MAINMENU_MENUITEM_ACTION_HELP;;HELP;YARDIM
RESET_FACTORY;;RESET FACTORY;RESET FACTORY
MAINMENU_MENUITEM_ACTION_UI_INFORMATION;;UI INFORMATION;UI INFORMATION
MAINMENU_MENUITEM_ACTION_DATA_MINING_STATUS;;DATA MINING STATUS;DATA MINING STATUS

# MAINMENU - GUIDE
GUIDE_SEARCH_ACTION_SEARCH;;SEARCH;PROGRAM ARAMA
GUIDE_GUIDE_ACTION_NOW;;NOW ON DIGITURK;DIGITURK'TE ŞİMDİ
GUIDE_GUIDE_ACTION_GRID;;PROGRAM GRID;PROGRAM REHBERİ
GUIDE_PLANNER_ACTION_PLANNER;;PLANNER;PLANLAYICI

# MAINMENU - GUIDE - SEARCH
OKMENU_SEARCH_VALUE_CRITERIA;;By criteria;Kriter
OKMENU_SEARCH_VALUE_KEYWORD;;By keyword;Anahtar kelime

# MAINMENU - GUIDE - PROGRAM GRID
GUIDE_GRID_PARAMETER_SPECIFICDAY;;SPECIFIC DAY;BELLİ GÜNE GİT
GUIDE_GRID_PARAMETER_SELECT_LIST;;SELECT LIST;FİLTRELE
CHANNELS_CHANLIST_VALUE_CHGPSYS1;;ALL CHANNELS;TÜM KANALLAR
CHANNELS_CHANLIST_PARAMETER_FAVOURITES;;FAVOURITES;FAVORİ LİSTELERİ
GUIDE_GRID_PARAMETER_THEMES;;THEMES;TEMALAR

# MAINMENU - GUIDE - PLANNER
PLANNER_SCHEDULING_ACTION_NEWTBR;;NEW TIME BASED REC;ZAMAN BAZLI KAYIT
PLANNER_SCHEDULING_ACTION_FUTURERECS;;FUTURE RECORDINGS;PLANLANMIŞ KAYITLAR
PLANNER_TAG_ACTION_TAGSLIST;;TAGS LIST;ETİKET LİSTESİ
PLANNER_TAG_ACTION_NEWTAG;;NEW TIME BASED TAG;ZAMAN BAZLI ETİKET
PLANNER_CONFLICTS_ACTION_RESOLVE;;CONFLICTS;ÇAKIŞAN KAYITLAR

# MAINMENU - RECORDINGS
RECORDINGS_ORDERLIST_ACTION_TIME;;ORDERED BY TIME;TARİHE GÖRE SIRALI
RECORDINGS_FILTER_ACTION_UNWATCHED;;UNWATCHED;İZLENMEMİŞ KAYITLAR
RECORDINGS_FILTER_ACTION_SERIESREC;;SERIES RECORDINGS;DİZİ KAYITLARI
RECORDINGS_FILTER_ACTION_LOCKREC;;LOCKED RECORDINGS;KİLİTLİ KAYITLAR
RECORDINGS_MANAGE_ACTION_MANAGERECS;;MANAGE RECORDINGS;KAYITLARI DÜZENLE
RECORDINGS_MANAGE_ACTION_PLAYLISTS;;PLAYLISTS;KLASÖRLER
RECORDINGS_MANAGE_ACTION_ORDER;;CHANGE ORDER;SIRALAMAYI DÜZENLE

# MAINMENU - RECORDINGS - FILTERS
RECORDINGS_FILTER_TAB_ACTION_ALL;;ALL RECORDS;TÜM KAYITLAR
RECORDINGS_FILTER_TAB_ACTION_SERIES;;SERIES RECORDS;DİZİ KAYITLARI
RECORDINGS_FILTER_TAB_ACTION_LOCKED;;LOCKED RECORDS;KİLİTLİ KAYITLAR
RECORDINGS_FILTER_TAB_ACTION_UNWATCHED;;UNWATCHED;İZLENMEMİŞ
RECORDINGS_FILTER_TAB_ACTION_EXPIRING;;EXPIRING;SÜRESİ DOLAN
RECORDINGS_FILTER_TAB_ACTION_INCOMPLETE;;INCOMPLETE;EKSİK KALAN

# MAINMENU - RECORDINGS - MANAGE
RECORDINGS_EDIT_ACTION_MANAGEPLAYLISTS;;MANAGE PLAYLISTS;KLASÖRLERİ DÜZENLE
RECORDINGS_EDIT_ACTION_DELETEREC;;DELETE RECORDINGS;KAYIT SİLME
EVENTOPTION_LOCK_ACTION_EDIT;;EDIT LOCKS;KAYIT KİLİTLEME
RECORDINGS_EDIT_ACTION_DELETEALL;;DELETE ALL;HEPSİNİ SİL

# MAINMENU - RECORDINGS - ORDER
RECORDINGS_ORDER_CHANGE_SUCCESS;;Your recording order is now applied to all your recordings list.;Kayıt sıralamanız başarılı bir şekilde tüm kayıt listelerinize uygulanmıştır.

# MAINMENU - SEARCH
SEARCH_MEDIA_ACTION_ALL;;ALL CONTENT;TÜM İÇERİKLER
SEARCH_MEDIA_ACTION_VOD;;DIGITURK PORTAL;DIGITURK PORTAL
SEARCH_MEDIA_ACTION_RECORDINGS;;RECORDINGS;KAYITLAR
SEARCH_MEDIA_ACTION_TV;;GUIDE;REHBER

# MAINMENU - SETTINGS
MYDECODER_HELP_ACTION_HELP;;HELP;YARDIM
MYDECODER_SETUP_ACTION_INSTALLATION;;INSTALLATION;KURULUM
MYDECODER_PREFERENCES_ACTION_USERPREF;;USER PREFERENCES;KİŞİSEL AYARLAR
MYDECODER_PREFERENCES_ACTION_ACCESSCONTROL;;ACCESS CONTROL;ERİŞİM KONTROLÜ
MYDECODER_KEYINFO_ACTION_INFOCENTRAL;;SYSTEM INFORMATION;SİSTEM BİLGİSİ

# MAINMENU - SETTINGS - HELP

# MAINMENU - SETTINGS - INSTALLATION
SETUP_INSTALL_SIGNAL_INFO;;SIGNAL INFORMATION;SİNYAL BİLGİSİ
SETUP_INSTALL_ACTION_ADVINSTALL;;ADVANCED INSTALLATION;GELİŞMİŞ KURULUM
SETUP_INSTALL_ACTION_EASYDGTKINSTALL;;EASY INSTALLATION;KOLAY KURULUM
ETHERNETSETTINGS_TEST_ACTION_CONNECTION;;TEST CONNECTION;BAĞLANTI TESTİ
SETUP_TEST_CONNECTION_PERFORM_NOW;;PERFORM NOW;ŞİMDİ DENE
SETUP_INSTALL_ACTION_CONNECTION_SETTINGS;;CONNECTION SETTINGS;BAĞLANTI AYARLARI
SETUP_TIME_ACTION_OFFSET;;TIME OFFSET;ZAMAN DİLİMİ
SETUP_SOFTWARE_ACTION_NEWSOFTWARESEARCH;;NEW SOFTWARE SEARCH;YENİ YAZILIM ARA
SETUP_SOFTWARE_ACTION_START_SEARCH;;START SEARCH;ARAMAYI BAŞLAT
SOFTWARE_SEARCH_ERROR_MESSAGE_TEXT;;There is no connection to software download system. Please try again later.;Şu an yazılım indirme sistemine bağlanılamıyor. Lütfen daha sonra tekrar deneyiniz.
NEW_SOFTWARE_UPDATE_POPUP_MESSAGE;;A new SW is found.%cr% Your STB will reboot and upgrade with new SW. Without any action, your STB's upgrade process will automatically start.;Yeni bir yazılım bulundu.%cr% Uydu alıcınız kapanıp açılacak ve yeni yazılım yüklenecektir. Bir seçim yapmamanız durumunda yazılım yükleme işlemi otomatik olarak başlayacaktır.
NOW_UPGRADE_SOFTWARE;;UPGRADE NOW;ŞİMDİ YÜKLE
CANCEL_UPGRADE_SOFTWARE;;UPGRADE LATER;DAHA SONRA

# MAINMENU - SETTINGS - INSTALLATION - ADVANCED INSTALLATION
ADVINSTALL_START_ACTION_SCAN;;START SCAN;TARAMAYI BAŞLAT
ADVINSTALL_START_ACTION_RESET;;START RESET;VARSAYILAN DEĞERLERE DÖN
ADVINSTALL_SATELLITE_PARAMETER_SATELLITE;;SATELLITE;UYDU
ADVINSTALL_LO1_PARAMETER_LO1;;LO1 (VERTICAL);LO1 (Dikey)
ADVINSTALL_LO2_PARAMETER_LO2;;LO2 (HORIZONTAL);LO2 (Yatay)
ADVINSTALL_LO3_PARAMETER_LO3;;LO3 (2ND HORIZONTAL);LO3 (2. Yatay)
ADVINSTALL_LO4_PARAMETER_LO4;;LO4 (2ND VERTICAL);LO4 (2. DİKEY)
ADVINSTALL_FREQUENCY_PARAMETER_FREQUENCY;;FREQUENCY;SIKLIK
ADVINSTALL_POLARIZATION_PARAMETER_POLARIZATION;;POLARIZATION;POLARİZASYON
ADVINSTALL_POLARIZATION_VALUE_VERTICAL;;VERTICAL;DİKEY
ADVINSTALL_POLARIZATION_VALUE_HORIZONTAL;;HORIZONTAL;YATAY
ADVINSTALL_SYMBOLRATE_PARAMETER_SYMBOLRATE;;SYMBOL RATE;SEMBOL ORANI
ADVINSTALL_LNBTYPE_PARAMETER_LNBTYPE;;LNB TYPE;LNB TİPİ
ADVINSTALL_LNBPOWER_PARAMETER_LNBPOWERSWITCH;;LNB POWER SWITCH;LNB GÜÇ ANAHTARI
ADVINSTALL_LNBPOWER_PARAMETER_LNBTONESWITCH;;LNB TONE SWITCH;LNB TON ANAHTARI
ADVINSTALL_FEC_PARAMETER_FEC;;FEC;FEC
ADVINSTALL_NETWORKSEARCH_PARAMETER_NETWORKSEARCH;;NETWORK SEARCH;BAĞLI İSTASYON ARAMA

# MAINMENU - SETTINGS - INSTALLATION - ADVANCE INSTALLATION - PARAMETERS
ADVINSTALL_SEARCH_PARAMETER_SEARCHTYPE;;SEARCH TYPE;ARAMA TİPİ
ADVINSTALL_SATELLITE_VALUE_EUTELSATW3;;EUTELSAT W3;EUTELSAT W3
ADVINSTALL_FREQUENCY_PARAMETER_FREQUENCY;;FREQUENCY;SIKLIK
ADVINSTALL_POLARIZATION_PARAMETER_POLARIZATION;;POLARIZATION;POLARİZASYON
ADVINSTALL_POLARIZATION_VALUE_VERTICAL;;VERTICAL;DİKEY
ADVINSTALL_POLARIZATION_VALUE_HORIZONTAL;;HORIZONTAL;YATAY
ADVINSTALL_SYMBOLRATE_PARAMETER_SYMBOLRATE;;SYMBOL RATE;SEMBOL ORANI
ADVINSTALL_LNBTYPE_PARAMETER_LNBTYPE;;LNB TYPE;LNB TİPİ
ADVINSTALL_LNBTYPE_VALUE_MDU1;;MDU 1;MDU 1
ADVINSTALL_LNBTYPE_VALUE_MDU2;;MDU 2;MDU 2
ADVINSTALL_LNBTYPE_VALUE_MDU3;;MDU 3;MDU 3
ADVINSTALL_LNBTYPE_VALUE_MDU4;;MDU 4;MDU 4
ADVINSTALL_LNBTYPE_VALUE_MDU5;;MDU 5;MDU 5

# NETWORK - POPUPS - FILTERING
POPUP_NOTIFICATION_MESSAGE_ETHERNET_PLUGGED_SPECIFIC;;Ethernet cable is plugged, your internet connection is established with ethernet cable. You can access the menu now.;Ethernet kablosu takıldı, internet bağlantınız ethernet kablosu üzerinden sağlandı. Bu menüye erişim sağlayabilirsiniz.
POPUP_NOTIFICATION_MESSAGE_WIFI_CONNECTED_SPECIFIC;;Your internet connection is established with WiFi. You can access the menu now.;İnternet bağlantınız kablosuz ağ üzerinden sağlandı. Bu menüye erişim sağlayabilirsiniz.
POPUP_NOTIFICATION_MESSAGE_ETHERNET_UNPLUGGED;;Ethernet cable is unplugged, to be able to change your settings please check your connections and try it again;Ethernet kablosu takılı değil, ethernet bağlantı ayarlarını değiştirebilmek için lütfen bağlantılarınızı kontrol edip tekrar deneyiniz
POPUP_NOTIFICATION_MESSAGE_ETHERNET_PLUGGED;;Ethernet cable is plugged, your internet connection is established with ethernet cable. You cannot access this menu unless you unplug ethernet cable;Ethernet kablosu takıldı, internet bağlantınız ethernet kablosu üzerinden sağlandı. Bu menüye ethernet kablosunu çıkarmadan erişim sağlayamazsınız
POPUP_NOTIFICATION_MESSAGE_CONNECTION_VIA_ETHERNET;;Your Internet connection is done via ethernet.;İnternet bağlantınız ethernet bağlantısı üzerinden sağlandı.
POPUP_NOTIFICATION_MESSAGE_CONNECTION_VIA_WIFI;;Your internet connection is established with WiFi.;İnternet bağlantınız kablosuz ağ üzerinden sağlandı.

POPUP_NOTIFICATION_MESSAGE_ETHERNET_RECOVERED;;Ethernet cable is plugged.;Ethernet kablosu takıldı.
POPUP_NOTIFICATION_MESSAGE_ETHERNET_BROKEN;;Internet connection with Ethernet cable is broken. Please check your Ethernet cable connection;Ethernet kablosu ile yapmış olduğunuz internet bağlantısı koptu. Lütfen Ethernet kablosunu kontrol edin
POPUP_NOTIFICATION_MESSAGE_WIFI_BROKEN;;WiFi Connection to %1 is broken. Please check your WiFi settings;%1 kablosuz ağına bağlantı koptu. Lütfen kablosuz ağ ayarlarınızı kontrol edin
POPUP_NOTIFICATION_MESSAGE_WIFI_BROKEN_SPECIFIC;;WiFi Connection to %1 is broken. Please check your settings;%1 kablosuz ağına bağlantı koptu. Lütfen ayarlarınızı kontrol edin
POPUP_NOTIFICATION_MESSAGE_WIFI_RECOVERED;;WiFi Connection to %1 is established.;%1 kablosuz ağına bağlantı gerçekleşti.

WIFI_MENU_NOT_AVAILABLE;;Internet connection is done via ethernet. To connects via WiFi unplug ethernet cable.;İnternet bağlantısı ethernet üzerinden gerçekleşmiş durumda. Kablosuz ağ üzerinden internet bağlantısı kurmak için ethernet kablosunu çıkartın.
WIFI_SETTINGS_MENU_NOT_AVAILABLE;;To be able to access this menu, you have to connect available WiFi networks;Bu menü seçeneğine ulaşmanız için WiFi network ağına bağlanmanız gerekmektedir.
ETHERNET_SETTINGS_MENU_NOT_AVAILABLE;;To be able to access this menu, you have to connect your Ethernet cable to your STB;Bu menü seçeneğine ulaşmanız için Ethernet kablosunu uydu alıcınıza takmanız gerekmektedir.

# MAINMENU - SETTINGS - TEST CONNECTION
TESTCONNECTION_DISPLAY_MESSAGE_WAIT;;Connection is being tested %cr%Please wait;Bağlantı test ediliyor
TESTCONNECTION_MESSAGE_CONNECTED;;Your internet connection is working properly.;Bağlantınız düzgün çalışıyor.
TESTCONNECTION_MESSAGE_HOME_CONNECTED;;Connected to home network but internet is not working.;Ev ağına bağlanıldı ancak internet çalışmıyor.
TESTCONNECTION_MESSAGE_NOT_CONNECTED;;There is no internet connection. Check your connections.;İnternet bağlantısı yok. Bağlantıları kontrol ediniz.
TESTCONNECTION_MODE;;Mode;Mod
TESTCONNECTION_MODE_WIFI;;WiFi;Kablosuz Ağ
TESTCONNECTION_MODE_ETHERNET;;Ethernet;Ethernet
TESTCONNECTION_IP_ADDRESS;;IP ADDRESS;IP ADRES
TESTCONNECTION_SSID;;Connected SSID;Bağlanılan Ağ (SSID)
